start_time,end_time,price,volume,bid_id,bid_type,accepted_price,accepted_volume,market_id,unit_id,min_power,max_power,ramp_up,ramp_down,start_up_cost,shut_down_cost,initial_output,initial_status,simulation
2019-03-01 23:00:00,2019-03-02 00:00:00,500.0,-2645.65,demand_EOM_1,SB,145.88320922851562,-2645.65,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 00:00:00,2019-03-02 01:00:00,500.0,-2509.75,demand_EOM_2,SB,94.01084899902344,-2509.75,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 01:00:00,2019-03-02 02:00:00,500.0,-2398.55,demand_EOM_3,SB,119.30834197998047,-2398.55,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 02:00:00,2019-03-02 03:00:00,500.0,-2351.3,demand_EOM_4,SB,122.09185028076172,-2351.3,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 03:00:00,2019-03-02 04:00:00,500.0,-2336.5,demand_EOM_5,SB,116.42672729492188,-2336.5,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 04:00:00,2019-03-02 05:00:00,500.0,-2333.9,demand_EOM_6,SB,103.6104507446289,-2333.9,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 05:00:00,2019-03-02 06:00:00,500.0,-2343.45,demand_EOM_7,SB,90.35631561279297,-2343.45,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 06:00:00,2019-03-02 07:00:00,500.0,-2415.15,demand_EOM_8,SB,132.85445404052734,-2415.15,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 07:00:00,2019-03-02 08:00:00,500.0,-2566.15,demand_EOM_9,SB,124.2627944946289,-2566.15,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 08:00:00,2019-03-02 09:00:00,500.0,-2775.75,demand_EOM_10,SB,115.36919403076172,-2775.75,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 09:00:00,2019-03-02 10:00:00,500.0,-2925.5,demand_EOM_11,SB,114.45796203613281,-2925.5,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 10:00:00,2019-03-02 11:00:00,500.0,-3005.1,demand_EOM_12,SB,119.01365661621094,-3005.1,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 11:00:00,2019-03-02 12:00:00,500.0,-3035.45,demand_EOM_13,SB,118.51730346679688,-3035.45,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 12:00:00,2019-03-02 13:00:00,500.0,-2970.9,demand_EOM_14,SB,106.58969116210938,-2970.9,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 13:00:00,2019-03-02 14:00:00,500.0,-2866.1499999999996,demand_EOM_15,SB,116.51477813720703,-2866.1499999999996,EOM,demand_EOM,,,,,,,,,uc_unit_all
2019-03-02 14:00:00,2019-03-02 15:00:00,500.0,-2784.25,demand_EOM_16,SB,126.44175720214844,-2784.25,EOM,demand_EOM,,,,,,,,,uc_unit_all
