,gen_0,gen_1,gen_2,demand,mcp
0,1300.0,1174.1935483870968,0.0,2474.193548387097,90.91538461538461
1,1300.0,1090.3225806451615,0.0,2390.3225806451615,85.0
2,1300.0,1048.3870967741937,0.0,2348.3870967741937,65.76384615384616
3,1300.0,1006.4516129032259,0.0,2306.451612903226,85.85171597633102
4,1300.0,1006.4516129032259,0.0,2306.451612903226,85.00000000000212
5,1300.0,1006.4516129032259,0.0,2306.451612903226,87.28461538461539
6,1300.0,1090.3225806451615,0.0,2390.3225806451615,84.99999999999996
7,1300.0,1258.0645161290322,0.0,2558.064516129032,85.0
8,1300.0,1216.1290322580646,251.61290322580646,2767.741935483871,65.76384615384615
9,1300.0,964.516129032258,629.0322580645161,2893.548387096774,105.75923076923078
10,1300.0000314325907,754.8387096774194,922.5806136827852,2977.4193548387098,85.76153846153845
11,1300.0,419.35487017721385,1299.999968521495,3019.3548387096776,130.76384615384615
12,1300.0,335.48387096774195,1300.0,2935.483870967742,130.76384615384615
13,1300.0,629.0322580645161,922.5806451612904,2851.612903225807,85.0
14,1300.0,922.5806451612904,545.1612903225807,2767.741935483871,85.00000000000003
15,1300.0,1216.1290322580646,209.67741935483872,2725.8064516129034,85.0
16,1300.0,1090.3225806451615,335.48387096774195,2725.8064516129034,85.0
17,1300.0,838.7096774193549,712.9032258064517,2851.612903225807,85.00000000000001
18,1300.0,629.0322580645161,1090.3225806451615,3019.3548387096776,89.56923076923078
19,1300.0,964.516129032258,712.9032258064517,2977.4193548387098,85.76153846153846
20,1300.0,1132.258064516129,335.48387096774195,2767.741935483871,85.0
21,1300.0,754.8387096774194,587.0967741935484,2641.935483870968,85.0
22,1300.0,377.4193548387097,880.6451612903227,2558.064516129032,85.0
23,1300.0,0.0,1090.3225806451615,2390.3225806451615,85.0
24,1300.0,0.0,964.516129032258,2264.516129032258,87.88461538461539
