start_time,end_time,price,volume,bid_id,bid_type,accepted_price,accepted_volume,market_id,unit_id,min_power,max_power,ramp_up,ramp_down,no_load_cost,start_up_cost,shut_down_cost,initial_output,initial_status,simulation
2019-03-01 23:00:00,2019-03-02 00:00:00,36.0,1300.0,Unit_0_1,SB,155.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 00:00:00,2019-03-02 01:00:00,36.0,1300.0,Unit_0_2,SB,85.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 01:00:00,2019-03-02 02:00:00,36.0,1300.0,Unit_0_3,SB,85.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 02:00:00,2019-03-02 03:00:00,36.0,1300.0,Unit_0_4,SB,85.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 03:00:00,2019-03-02 04:00:00,36.0,1300.0,Unit_0_5,SB,85.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 04:00:00,2019-03-02 05:00:00,36.0,1300.0,Unit_0_6,SB,85.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 05:00:00,2019-03-02 06:00:00,36.0,1300.0,Unit_0_7,SB,85.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 06:00:00,2019-03-02 07:00:00,36.0,1300.0,Unit_0_8,SB,85.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 07:00:00,2019-03-02 08:00:00,36.0,1300.0,Unit_0_9,SB,85.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 08:00:00,2019-03-02 09:00:00,36.0,1300.0,Unit_0_10,SB,110.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 09:00:00,2019-03-02 10:00:00,36.0,1300.0,Unit_0_11,SB,129.99903869628906,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 10:00:00,2019-03-02 11:00:00,36.0,1300.0,Unit_0_12,SB,130.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 11:00:00,2019-03-02 12:00:00,36.0,1300.0,Unit_0_13,SB,129.87852478027344,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 12:00:00,2019-03-02 13:00:00,36.0,1300.0,Unit_0_14,SB,130.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 13:00:00,2019-03-02 14:00:00,36.0,1300.0,Unit_0_15,SB,130.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 14:00:00,2019-03-02 15:00:00,36.0,1300.0,Unit_0_16,SB,129.99996948242188,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 15:00:00,2019-03-02 16:00:00,36.0,1300.0,Unit_0_17,SB,130.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 16:00:00,2019-03-02 17:00:00,36.0,1300.0,Unit_0_18,SB,129.9993438720703,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 17:00:00,2019-03-02 18:00:00,36.0,1300.0,Unit_0_19,SB,129.9581756591797,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 18:00:00,2019-03-02 19:00:00,36.0,1300.0,Unit_0_20,SB,130.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 19:00:00,2019-03-02 20:00:00,36.0,1300.0,Unit_0_21,SB,85.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 20:00:00,2019-03-02 21:00:00,36.0,1300.0,Unit_0_22,SB,101.48729705810547,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 21:00:00,2019-03-02 22:00:00,36.0,1300.0,Unit_0_23,SB,85.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-02 22:00:00,2019-03-02 23:00:00,36.0,1300.0,Unit_0_24,SB,110.0,1300.0,EOM,Unit_0,,,,,,,,,,uc_unit_1
2019-03-01 23:00:00,2019-03-02 00:00:00,85.0,400.0,Unit_2_1,SB,155.0,400.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 00:00:00,2019-03-02 01:00:00,85.0,800.0,Unit_2_2,SB,85.0,664.0999999999999,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 01:00:00,2019-03-02 02:00:00,85.0,1000.0,Unit_2_3,SB,85.0,152.9000000000001,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 02:00:00,2019-03-02 03:00:00,85.0,1000.0,Unit_2_4,SB,85.0,451.3000000000002,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 03:00:00,2019-03-02 04:00:00,85.0,1000.0,Unit_2_5,SB,85.0,836.5,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 04:00:00,2019-03-02 05:00:00,85.0,1000.0,Unit_2_6,SB,85.0,833.9000000000001,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 05:00:00,2019-03-02 06:00:00,85.0,1000.0,Unit_2_7,SB,85.0,443.4499999999998,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 06:00:00,2019-03-02 07:00:00,85.0,1000.0,Unit_2_8,SB,85.0,115.15000000000009,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 07:00:00,2019-03-02 08:00:00,85.0,1000.0,Unit_2_9,SB,85.0,390.4000000000001,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 08:00:00,2019-03-02 09:00:00,85.0,1000.0,Unit_2_10,SB,110.0,1000.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 09:00:00,2019-03-02 10:00:00,85.0,1000.0,Unit_2_11,SB,129.99903869628906,1000.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 10:00:00,2019-03-02 11:00:00,85.0,1000.0,Unit_2_12,SB,130.0,1000.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 11:00:00,2019-03-02 12:00:00,85.0,1000.0,Unit_2_13,SB,129.87852478027344,1000.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 12:00:00,2019-03-02 13:00:00,85.0,1000.0,Unit_2_14,SB,130.0,1000.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 13:00:00,2019-03-02 14:00:00,85.0,1000.0,Unit_2_15,SB,130.0,1000.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 14:00:00,2019-03-02 15:00:00,85.0,1000.0,Unit_2_16,SB,129.99996948242188,1000.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 15:00:00,2019-03-02 16:00:00,85.0,1000.0,Unit_2_17,SB,130.0,1000.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 16:00:00,2019-03-02 17:00:00,85.0,1000.0,Unit_2_18,SB,129.9993438720703,1000.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 17:00:00,2019-03-02 18:00:00,85.0,1000.0,Unit_2_19,SB,129.9581756591797,1000.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 18:00:00,2019-03-02 19:00:00,85.0,1000.0,Unit_2_20,SB,130.0,1000.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 19:00:00,2019-03-02 20:00:00,85.0,1000.0,Unit_2_21,SB,85.0,805.8499999999999,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 20:00:00,2019-03-02 21:00:00,85.0,1000.0,Unit_2_22,SB,101.48729705810547,1000.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 21:00:00,2019-03-02 22:00:00,85.0,1000.0,Unit_2_23,SB,85.0,675.7000000000003,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-02 22:00:00,2019-03-02 23:00:00,85.0,1000.0,Unit_2_24,SB,110.0,1000.0,EOM,Unit_2,,,,,,,,,,uc_unit_1
2019-03-01 23:00:00,2019-03-02 00:00:00,3000.0,-2645.65,demand_EOM_1,SB,155.0,-2645.65,EOM,demand_EOM,,,,,,,,,,uc_unit_1
2019-03-02 00:00:00,2019-03-02 01:00:00,3000.0,-2509.75,demand_EOM_2,SB,85.0,-2509.75,EOM,demand_EOM,,,,,,,,,,uc_unit_1
2019-03-02 01:00:00,2019-03-02 02:00:00,3000.0,-2398.55,demand_EOM_3,SB,85.0,-2398.55,EOM,demand_EOM,,,,,,,,,,uc_unit_1
2019-03-02 02:00:00,2019-03-02 03:00:00,3000.0,-2351.3,demand_EOM_4,SB,85.0,-2351.3,EOM,demand_EOM,,,,,,,,,,uc_unit_1
2019-03-02 03:00:00,2019-03-02 04:00:00,3000.0,-2336.5,demand_EOM_5,SB,85.0,-2336.5,EOM,demand_EOM,,,,,,,,,,uc_unit_1
2019-03-02 04:00:00,2019-03-02 05:00:00,3000.0,-2333.9,demand_EOM_6,SB,85.0,-2333.9,EOM,demand_EOM,,,,,,,,,,uc_unit_1
2019-03-02 05:00:00,2019-03-02 06:00:00,3000.0,-2343.45,demand_EOM_7,SB,85.0,-2343.45,EOM,demand_EOM,,,,,,,,,,uc_unit_1
2019-03-02 06:00:00,2019-03-02 07:00:00,3000.0,-2415.15,demand_EOM_8,SB,85.0,-2415.15,EOM,demand_EOM,,,,,,,,,,uc_unit_1
2019-03-02 07:00:00,2019-03-02 08:00:00,3000.0,-2566.15,demand_EOM_9,SB,85.0,-2566.15,EOM,demand_EOM,,,,,,,,,,uc_unit_1
2019-03-02 08:00:00,2019-03-02 09:00:00,3000.0,-2775.75,demand_EOM_10,SB,110.0,-2775.75,EOM,demand_EOM,,,,,,,,,,uc_unit_1
2019-03-02 09:00:00,2019-03-02 10:00:00,3000.0,-2925.5,demand_EOM_11,SB,129.99903869628906,-2925.5,EOM,demand_EOM,,,,,,,,,,uc_unit_1
