,gen_0,gen_1,gen_2,demand,mcp,mcp_hat
0,1300.0,1006.4516129032259,203.2983870967742,2509.75,92.41230769230765,85.0
1,1300.0,754.8387096774194,343.7112903225808,2398.55,85.7615384615385,85.0
2,1300.0,377.4193548387097,673.8806451612904,2351.3,85.7638461538462,85.0
3,1300.0,0.0,1036.5,2336.5,86.52076923076925,84.99999999999994
4,1300.0,0.0,1033.9,2333.9,85.0,85.00000000000003
5,1300.0,0.0,1043.4499999999998,2343.45,85.76153846153852,84.99999999999989
6,1300.0,0.0,1115.15,2415.15,85.76153846153846,84.99999999999991
7,1300.0,0.0,1266.15,2566.15,90.91307692307703,84.99999999999991
8,1300.0,377.4193548387097,1098.3306451612902,2775.75,85.76384615384609,84.99999999999994
9,1300.0,754.8387096774194,870.6612903225806,2925.5,85.76153846153852,85.0
10,1300.0,1132.258064516129,572.8419354838709,3005.1,85.76153846153852,85.0
11,1300.0,1300.0,435.4499999999998,3035.45,85.0,85.0
12,1300.0,1300.0,370.9000000000001,2970.9,85.0,85.0
13,1300.0,1300.0,266.14999999999964,2866.1499999999996,85.0,85.0
14,1300.0,1258.0645161290322,226.1854838709678,2784.25,85.17461538461544,85.0
15,1300.0,1216.1290322580646,232.77096774193546,2748.9,85.7638461538462,85.0
16,1300.0,1216.1290322580646,238.3209677419352,2754.45,85.0,85.0
17,1300.0,1300.0,265.9499999999998,2865.95,85.0,85.0
18,1300.0,1300.0,437.6999999999998,3037.7,85.0,85.0
19,1300.0,1132.258064516129,581.9419354838708,3014.2,85.76153846153852,85.0
20,1300.0,754.8387096774194,753.5112903225805,2808.35,85.76153846153852,84.99999999999991
21,1300.0,377.4193548387097,973.9806451612903,2651.4,85.76153846153852,85.00000000000006
22,1300.0,0.0,1275.6999999999998,2575.7,90.9153846153846,85.00000000000004
23,1300.0,0.0,1123.0500000000002,2423.05,85.60000000000002,84.99999999999993
24,1300.0,0.0,982.8000000000002,2282.8,85.0,85.0
